gatId,gatIdGr,street,houseNo,eldership,place,longitude,latitude,fullAddress,geometry,traffic_noise,railway_noise,airport_noise,heating_score
269962,3314,J. Šlapelio g.,67,Naujoji Vilnia,Vilnius,25.3718,54.66569,J. Šlapelio g. 67,POINT (25.3718 54.66569),0-34,40-44,0-34,
95640,2886,Z. Gulevič g.,30N,Naujoji Vilnia,Vilnius,25.3719,54.66647,Z. Gulevič g. 30N,POINT (25.3719 54.66647),0-34,40-44,0-34,
95640,2886,Z. Gulevič g.,30P,Naujoji Vilnia,Vilnius,25.3719,54.66631,Z. Gulevič g. 30P,POINT (25.3719 54.66631),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,58,Naujoji Vilnia,Vilnius,25.37299,54.66609,J. Šlapelio g. 58,POINT (25.37299 54.66609),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,62,Naujoji Vilnia,Vilnius,25.37239,54.66621,J. Šlapelio g. 62,POINT (25.37239 54.66621),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,60,Naujoji Vilnia,Vilnius,25.37268,54.66616,J. Šlapelio g. 60,POINT (25.37268 54.66616),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,56,Naujoji Vilnia,Vilnius,25.37305,54.66627,J. Šlapelio g. 56,POINT (25.37305 54.66627),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,52,Naujoji Vilnia,Vilnius,25.37242,54.66635,J. Šlapelio g. 52,POINT (25.37242 54.66635),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,54,Naujoji Vilnia,Vilnius,25.37274,54.6663,J. Šlapelio g. 54,POINT (25.37274 54.6663),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,50,Naujoji Vilnia,Vilnius,25.37248,54.66669,J. Šlapelio g. 50,POINT (25.37248 54.66669),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,55,Naujoji Vilnia,Vilnius,25.37167,54.6668,J. Šlapelio g. 55,POINT (25.37167 54.6668),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,48,Naujoji Vilnia,Vilnius,25.37269,54.66665,J. Šlapelio g. 48,POINT (25.37269 54.66665),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,46,Naujoji Vilnia,Vilnius,25.37292,54.66661,J. Šlapelio g. 46,POINT (25.37292 54.66661),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,40,Naujoji Vilnia,Vilnius,25.37297,54.66673,J. Šlapelio g. 40,POINT (25.37297 54.66673),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,42,Naujoji Vilnia,Vilnius,25.37321,54.66666,J. Šlapelio g. 42,POINT (25.37321 54.66666),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,44,Naujoji Vilnia,Vilnius,25.37318,54.66658,J. Šlapelio g. 44,POINT (25.37318 54.66658),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,38,Naujoji Vilnia,Vilnius,25.37272,54.66678,J. Šlapelio g. 38,POINT (25.37272 54.66678),0-34,40-44,0-34,
269962,3314,J. Šlapelio g.,36,Naujoji Vilnia,Vilnius,25.37252,54.66681,J. Šlapelio g. 36,POINT (25.37252 54.66681),0-34,40-44,0-34,
21905,47,Baltasis skg.,9A,Senamiestis,Vilnius,25.30278,54.68246,Baltasis skg. 9A,POINT (25.30278 54.68246),45-49,35-39,50-54,
52056,2122,Zervynų g.,22,Naujininkai,Vilnius,25.23593,54.63003,Zervynų g. 22,POINT (25.23593 54.63003),45-49,40-44,35-39,
22077,225,Kareivių g.,12,Žirmūnai,Vilnius,25.29834,54.71901,Kareivių g. 12,POINT (25.29834 54.71901),65-69,0-34,35-39,
53586,2384,Ateities Sodų 2-oji g.,76,Naujoji Vilnia,Vilnius,25.41013,54.70861,Ateities Sodų 2-oji g. 76,POINT (25.41013 54.70861),0-34,0-34,0-34,
246814,3187,Pilkalnio g.,5,Pilaitė,Vilnius,25.16434,54.70884,Pilkalnio g. 5,POINT (25.16434 54.70884),35-39,0-34,0-34,
246814,3187,Pilkalnio g.,28,Pilaitė,Vilnius,25.16519,54.7087,Pilkalnio g. 28,POINT (25.16519 54.7087),35-39,0-34,0-34,0.0
246814,3187,Pilkalnio g.,30,Pilaitė,Vilnius,25.16498,54.70836,Pilkalnio g. 30,POINT (25.16498 54.70836),35-39,0-34,0-34,0.0
246814,3187,Pilkalnio g.,53,Pilaitė,Vilnius,25.16499,54.70788,Pilkalnio g. 53,POINT (25.16499 54.70788),0-34,0-34,0-34,
61882,3758,Žalvarnių g.,21,Grigiškės,Vilnius,25.08383,54.66422,Žalvarnių g. 21,POINT (25.08383 54.66422),0-34,40-44,35-39,
31076,927,Šalčininkų g.,22A,Naujininkai,Vilnius,25.24219,54.63226,Šalčininkų g. 22A,POINT (25.24219 54.63226),45-49,45-49,35-39,
52026,2107,Jašiūnų g.,42,Naujininkai,Vilnius,25.22857,54.62834,Jašiūnų g. 42,POINT (25.22857 54.62834),0-34,40-44,0-34,
52056,2122,Zervynų g.,26,Naujininkai,Vilnius,25.23595,54.63056,Zervynų g. 26,POINT (25.23595 54.63056),45-49,40-44,35-39,
22524,694,Žirmūnų g.,149A,Žirmūnai,Vilnius,25.29759,54.72125,Žirmūnų g. 149A,POINT (25.29759 54.72125),55-59,0-34,35-39,
22524,694,Žirmūnų g.,70E,Žirmūnai,Vilnius,25.30109,54.72093,Žirmūnų g. 70E,POINT (25.30109 54.72093),65-69,0-34,35-39,
22075,223,Karaliaučiaus g.,3C,Pilaitė,Vilnius,25.17144,54.70507,Karaliaučiaus g. 3C,POINT (25.17144 54.70507),0-34,0-34,0-34,0.0
22075,223,Karaliaučiaus g.,3B,Pilaitė,Vilnius,25.17178,54.70504,Karaliaučiaus g. 3B,POINT (25.17178 54.70504),0-34,0-34,0-34,0.0
265563,3271,Liubavos g.,20A,Pilaitė,Vilnius,25.14947,54.72401,Liubavos g. 20A,POINT (25.14947 54.72401),0-34,0-34,35-39,
297419,3464,A. Lipniūno g.,37,Naujoji Vilnia,Vilnius,25.37741,54.67932,A. Lipniūno g. 37,POINT (25.37741 54.67932),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,33D,Naujoji Vilnia,Vilnius,25.37797,54.67959,A. Lipniūno g. 33D,POINT (25.37797 54.67959),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,31,Naujoji Vilnia,Vilnius,25.37842,54.67962,A. Lipniūno g. 31,POINT (25.37842 54.67962),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,27,Naujoji Vilnia,Vilnius,25.37836,54.67916,A. Lipniūno g. 27,POINT (25.37836 54.67916),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,29,Naujoji Vilnia,Vilnius,25.37846,54.67936,A. Lipniūno g. 29,POINT (25.37846 54.67936),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,25,Naujoji Vilnia,Vilnius,25.37787,54.67913,A. Lipniūno g. 25,POINT (25.37787 54.67913),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,23,Naujoji Vilnia,Vilnius,25.37741,54.67911,A. Lipniūno g. 23,POINT (25.37741 54.67911),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,21,Naujoji Vilnia,Vilnius,25.37747,54.6787,A. Lipniūno g. 21,POINT (25.37747 54.6787),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,19,Naujoji Vilnia,Vilnius,25.37794,54.67872,A. Lipniūno g. 19,POINT (25.37794 54.67872),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,17,Naujoji Vilnia,Vilnius,25.37842,54.67875,A. Lipniūno g. 17,POINT (25.37842 54.67875),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,15,Naujoji Vilnia,Vilnius,25.37874,54.67849,A. Lipniūno g. 15,POINT (25.37874 54.67849),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,13,Naujoji Vilnia,Vilnius,25.37834,54.67854,A. Lipniūno g. 13,POINT (25.37834 54.67854),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,11,Naujoji Vilnia,Vilnius,25.37787,54.67851,A. Lipniūno g. 11,POINT (25.37787 54.67851),0-34,45-49,0-34,
297419,3464,A. Lipniūno g.,9,Naujoji Vilnia,Vilnius,25.37746,54.67849,A. Lipniūno g. 9,POINT (25.37746 54.67849),0-34,45-49,0-34,
22451,618,Vingrių g.,27,Senamiestis,Vilnius,25.27961,54.67726,Vingrių g. 27,POINT (25.27961 54.67726),35-39,0-34,35-39,
22451,618,Vingrių g.,25A,Senamiestis,Vilnius,25.27929,54.67735,Vingrių g. 25A,POINT (25.27929 54.67735),40-44,0-34,35-39,
22065,213,Kairėnų g.,31,Antakalnis,Vilnius,25.39777,54.74376,Kairėnų g. 31,POINT (25.39777 54.74376),0-34,0-34,40-44,
28296,841,Pylimėlių g.,50,Antakalnis,Vilnius,25.35244,54.71697,Pylimėlių g. 50,POINT (25.35244 54.71697),0-34,0-34,50-54,
109337,2950,Dangeručio g.,80,Verkiai,Vilnius,25.29543,54.78119,Dangeručio g. 80,POINT (25.29543 54.78119),0-34,0-34,35-39,
28296,841,Pylimėlių g.,29M,Antakalnis,Vilnius,25.35183,54.71622,Pylimėlių g. 29M,POINT (25.35183 54.71622),0-34,0-34,50-54,
28296,841,Pylimėlių g.,29L,Antakalnis,Vilnius,25.35176,54.71625,Pylimėlių g. 29L,POINT (25.35176 54.71625),0-34,0-34,50-54,
28296,841,Pylimėlių g.,29K,Antakalnis,Vilnius,25.35164,54.71627,Pylimėlių g. 29K,POINT (25.35164 54.71627),0-34,0-34,50-54,
24704,751,Dundulio g.,1D,Verkiai,Vilnius,25.34536,54.77721,Dundulio g. 1D,POINT (25.34536 54.77721),0-34,0-34,40-44,
21931,75,Lietaus g.,8,Lazdynai,Vilnius,25.19012,54.6633,Lietaus g. 8,POINT (25.19012 54.6633),45-49,0-34,0-34,4.0
21931,75,Lietaus g.,10,Lazdynai,Vilnius,25.18969,54.66277,Lietaus g. 10,POINT (25.18969 54.66277),0-34,35-39,0-34,0.0
24704,751,Dundulio g.,1A,Verkiai,Vilnius,25.34371,54.77724,Dundulio g. 1A,POINT (25.34371 54.77724),0-34,0-34,40-44,
21931,75,Lietaus g.,6,Lazdynai,Vilnius,25.19051,54.66275,Lietaus g. 6,POINT (25.19051 54.66275),45-49,40-44,0-34,3.0
28264,830,Lazdynėlių g.,16E,Lazdynai,Vilnius,25.18921,54.66351,Lazdynėlių g. 16E,POINT (25.18921 54.66351),35-39,0-34,0-34,5.0
28264,830,Lazdynėlių g.,16D,Lazdynai,Vilnius,25.19006,54.66396,Lazdynėlių g. 16D,POINT (25.19006 54.66396),45-49,0-34,0-34,3.0
21931,75,Lietaus g.,7,Lazdynai,Vilnius,25.18977,54.66239,Lietaus g. 7,POINT (25.18977 54.66239),45-49,0-34,0-34,
21931,75,Lietaus g.,9,Lazdynai,Vilnius,25.18891,54.66244,Lietaus g. 9,POINT (25.18891 54.66244),45-49,0-34,0-34,
21931,75,Lietaus g.,5,Lazdynai,Vilnius,25.19026,54.66233,Lietaus g. 5,POINT (25.19026 54.66233),45-49,35-39,0-34,
28264,830,Lazdynėlių g.,16C,Lazdynai,Vilnius,25.19104,54.66405,Lazdynėlių g. 16C,POINT (25.19104 54.66405),45-49,0-34,0-34,4.0
28264,830,Lazdynėlių g.,16B,Lazdynai,Vilnius,25.19153,54.66356,Lazdynėlių g. 16B,POINT (25.19153 54.66356),45-49,0-34,0-34,4.0
28264,830,Lazdynėlių g.,16A,Lazdynai,Vilnius,25.19182,54.6641,Lazdynėlių g. 16A,POINT (25.19182 54.6641),40-44,35-39,0-34,3.0
287768,3417,Astikų g.,36,Pilaitė,Vilnius,25.19908,54.70082,Astikų g. 36,POINT (25.19908 54.70082),50-54,0-34,0-34,
287733,3416,J. Budrio g.,5,Pilaitė,Vilnius,25.19975,54.70165,J. Budrio g. 5,POINT (25.19975 54.70165),55-59,0-34,0-34,
287733,3416,J. Budrio g.,8,Pilaitė,Vilnius,25.20287,54.70081,J. Budrio g. 8,POINT (25.20287 54.70081),60-64,0-34,0-34,
287733,3416,J. Budrio g.,6,Pilaitė,Vilnius,25.20182,54.70144,J. Budrio g. 6,POINT (25.20182 54.70144),60-64,0-34,0-34,
287768,3417,Astikų g.,30,Pilaitė,Vilnius,25.19855,54.70163,Astikų g. 30,POINT (25.19855 54.70163),50-54,0-34,0-34,
287768,3417,Astikų g.,11,Pilaitė,Vilnius,25.19667,54.70271,Astikų g. 11,POINT (25.19667 54.70271),50-54,0-34,0-34,
109337,2950,Dangeručio g.,82,Verkiai,Vilnius,25.29518,54.78088,Dangeručio g. 82,POINT (25.29518 54.78088),0-34,0-34,35-39,
49138,1989,Dvariškių g.,45A,Verkiai,Vilnius,25.29159,54.79281,Dvariškių g. 45A,POINT (25.29159 54.79281),0-34,0-34,35-39,
291865,3446,Pagairės g.,10,Paneriai,Vilnius,25.17528,54.57288,Pagairės g. 10,POINT (25.17528 54.57288),0-34,35-39,35-39,
291865,3446,Pagairės g.,13,Paneriai,Vilnius,25.17406,54.57282,Pagairės g. 13,POINT (25.17406 54.57282),0-34,35-39,35-39,
291865,3446,Pagairės g.,15,Paneriai,Vilnius,25.17411,54.5726,Pagairės g. 15,POINT (25.17411 54.5726),0-34,35-39,35-39,
291866,3433,Užuovėjos g.,4,Paneriai,Vilnius,25.1727,54.57371,Užuovėjos g. 4,POINT (25.1727 54.57371),0-34,35-39,35-39,
219563,3059,Galindų g.,14,Naujoji Vilnia,Vilnius,25.36409,54.6538,Galindų g. 14,POINT (25.36409 54.6538),0-34,45-49,0-34,
291866,3433,Užuovėjos g.,5,Paneriai,Vilnius,25.17224,54.57361,Užuovėjos g. 5,POINT (25.17224 54.57361),0-34,35-39,35-39,
219563,3059,Galindų g.,16,Naujoji Vilnia,Vilnius,25.36442,54.65378,Galindų g. 16,POINT (25.36442 54.65378),0-34,45-49,0-34,
219563,3059,Galindų g.,12,Naujoji Vilnia,Vilnius,25.36375,54.65381,Galindų g. 12,POINT (25.36375 54.65381),0-34,45-49,0-34,
53508,2345,Rodūnios Sodų 12-oji g.,19,Naujininkai,Vilnius,25.27455,54.6254,Rodūnios Sodų 12-oji g. 19,POINT (25.27455 54.6254),0-34,35-39,65-69,
22403,565,Tyzenhauzų g.,97,Naujininkai,Vilnius,25.29033,54.65918,Tyzenhauzų g. 97,POINT (25.29033 54.65918),55-59,35-39,50-54,
28264,830,Lazdynėlių g.,17,Lazdynai,Vilnius,25.19465,54.66437,Lazdynėlių g. 17,POINT (25.19465 54.66437),45-49,35-39,0-34,3.0
60638,2622,Daškūnų g.,90,Naujininkai,Vilnius,25.30704,54.60405,Daškūnų g. 90,POINT (25.30704 54.60405),50-54,45-49,35-39,
60638,2622,Daškūnų g.,92,Naujininkai,Vilnius,25.30696,54.60378,Daškūnų g. 92,POINT (25.30696 54.60378),50-54,45-49,35-39,
60638,2622,Daškūnų g.,94,Naujininkai,Vilnius,25.30692,54.60354,Daškūnų g. 94,POINT (25.30692 54.60354),50-54,45-49,35-39,
22403,565,Tyzenhauzų g.,91,Naujininkai,Vilnius,25.29067,54.66004,Tyzenhauzų g. 91,POINT (25.29067 54.66004),55-59,35-39,50-54,
22403,565,Tyzenhauzų g.,40A,Naujininkai,Vilnius,25.29213,54.6623,Tyzenhauzų g. 40A,POINT (25.29213 54.6623),45-49,0-34,50-54,
219565,3057,Germanų g.,50,Naujoji Vilnia,Vilnius,25.36442,54.64838,Germanų g. 50,POINT (25.36442 54.64838),45-49,45-49,0-34,
219565,3057,Germanų g.,22,Naujoji Vilnia,Vilnius,25.36376,54.64863,Germanų g. 22,POINT (25.36376 54.64863),45-49,45-49,0-34,
219565,3057,Germanų g.,20,Naujoji Vilnia,Vilnius,25.36315,54.64881,Germanų g. 20,POINT (25.36315 54.64881),45-49,45-49,0-34,
219565,3057,Germanų g.,15,Naujoji Vilnia,Vilnius,25.36313,54.64822,Germanų g. 15,POINT (25.36313 54.64822),45-49,35-39,0-34,
50264,1752,Pirklių g.,32,Paneriai,Vilnius,25.1304,54.66105,Pirklių g. 32,POINT (25.1304 54.66105),65-69,40-44,35-39,
246772,3186,Užubalių g.,3A,Pašilaičiai,Vilnius,25.19493,54.74653,Užubalių g. 3A,POINT (25.19493 54.74653),0-34,0-34,0-34,
288312,3410,Kasmiškių g.,12,Pašilaičiai,Vilnius,25.19442,54.74386,Kasmiškių g. 12,POINT (25.19442 54.74386),0-34,0-34,0-34,
288312,3410,Kasmiškių g.,6,Pašilaičiai,Vilnius,25.1952,54.74366,Kasmiškių g. 6,POINT (25.1952 54.74366),0-34,0-34,0-34,
288312,3410,Kasmiškių g.,8,Pašilaičiai,Vilnius,25.19494,54.74372,Kasmiškių g. 8,POINT (25.19494 54.74372),0-34,0-34,0-34,
288312,3410,Kasmiškių g.,10,Pašilaičiai,Vilnius,25.19469,54.7438,Kasmiškių g. 10,POINT (25.19469 54.7438),0-34,0-34,0-34,
288312,3410,Kasmiškių g.,9,Pašilaičiai,Vilnius,25.19468,54.74404,Kasmiškių g. 9,POINT (25.19468 54.74404),0-34,0-34,0-34,
288312,3410,Kasmiškių g.,2,Pašilaičiai,Vilnius,25.1957,54.74352,Kasmiškių g. 2,POINT (25.1957 54.74352),0-34,0-34,0-34,
288312,3410,Kasmiškių g.,4,Pašilaičiai,Vilnius,25.19545,54.74358,Kasmiškių g. 4,POINT (25.19545 54.74358),0-34,0-34,0-34,
288312,3410,Kasmiškių g.,7,Pašilaičiai,Vilnius,25.19497,54.74396,Kasmiškių g. 7,POINT (25.19497 54.74396),0-34,0-34,0-34,
288312,3410,Kasmiškių g.,5,Pašilaičiai,Vilnius,25.19524,54.74389,Kasmiškių g. 5,POINT (25.19524 54.74389),0-34,0-34,0-34,
22430,595,Vandentiekio g.,5A,Vilkpėdė,Vilnius,25.24112,54.6684,Vandentiekio g. 5A,POINT (25.24112 54.6684),70-74,35-39,0-34,
288312,3410,Kasmiškių g.,1,Pašilaičiai,Vilnius,25.19585,54.74373,Kasmiškių g. 1,POINT (25.19585 54.74373),0-34,0-34,0-34,
288312,3410,Kasmiškių g.,3,Pašilaičiai,Vilnius,25.19553,54.74382,Kasmiškių g. 3,POINT (25.19553 54.74382),0-34,0-34,0-34,
111684,2960,Edinburgo g.,35B,Pašilaičiai,Vilnius,25.21218,54.74394,Edinburgo g. 35B,POINT (25.21218 54.74394),55-59,0-34,0-34,
111684,2960,Edinburgo g.,35A,Pašilaičiai,Vilnius,25.212,54.74362,Edinburgo g. 35A,POINT (25.212 54.74362),50-54,0-34,0-34,
22404,567,Ukmergės g.,354A,Pašilaičiai,Vilnius,25.21155,54.75141,Ukmergės g. 354A,POINT (25.21155 54.75141),65-69,0-34,0-34,
22175,327,Markučių g.,40,Rasos,Vilnius,25.31091,54.67442,Markučių g. 40,POINT (25.31091 54.67442),50-54,45-49,55-59,
50620,1853,Daniliškių g.,39,Paneriai,Vilnius,25.13767,54.60471,Daniliškių g. 39,POINT (25.13767 54.60471),0-34,40-44,0-34,
22368,529,Sėlių g.,3C,Žvėrynas,Vilnius,25.25468,54.69739,Sėlių g. 3C,POINT (25.25468 54.69739),45-49,0-34,0-34,
22368,529,Sėlių g.,3B,Žvėrynas,Vilnius,25.25464,54.69735,Sėlių g. 3B,POINT (25.25464 54.69735),45-49,0-34,0-34,
219565,3057,Germanų g.,36,Naujoji Vilnia,Vilnius,25.36511,54.64944,Germanų g. 36,POINT (25.36511 54.64944),0-34,45-49,0-34,
21970,114,Eišiškių pl.,125A,Naujininkai,Vilnius,25.24854,54.62729,Eišiškių pl. 125A,POINT (25.24854 54.62729),65-69,35-39,40-44,
22053,200,Juodasis kel.,22F,Naujoji Vilnia,Vilnius,25.339,54.66451,Juodasis kel. 22F,POINT (25.339 54.66451),0-34,45-49,40-44,
26694,2222,Sirpučių g.,28A,Paneriai,Vilnius,25.0951,54.63212,Sirpučių g. 28A,POINT (25.0951 54.63212),0-34,60-64,35-39,
48337,2049,Kelmiškių g.,13,Pašilaičiai,Vilnius,25.18002,54.74722,Kelmiškių g. 13,POINT (25.18002 54.74722),0-34,0-34,35-39,
48337,2049,Kelmiškių g.,30A,Pašilaičiai,Vilnius,25.18058,54.74753,Kelmiškių g. 30A,POINT (25.18058 54.74753),0-34,0-34,35-39,
288011,3406,M. Lukšienės g.,9,Naujininkai,Vilnius,25.27724,54.60896,M. Lukšienės g. 9,POINT (25.27724 54.60896),0-34,40-44,60-64,
24282,732,Šaltupio g.,9C,Vilkpėdė,Vilnius,25.20223,54.64842,Šaltupio g. 9C,POINT (25.20223 54.64842),45-49,0-34,0-34,
24282,732,Šaltupio g.,9D,Vilkpėdė,Vilnius,25.20143,54.64859,Šaltupio g. 9D,POINT (25.20143 54.64859),45-49,35-39,0-34,
48794,1584,Fizikų g.,1,Verkiai,Vilnius,25.26726,54.75707,Fizikų g. 1,POINT (25.26726 54.75707),50-54,0-34,35-39,
352829,0,Vilkijos g.,24,Paneriai,Vilnius,25.15737,54.59525,Vilkijos g. 24,POINT (25.15737 54.59525),0-34,40-44,0-34,
51950,2100,Plikakalnio g.,88,Paneriai,Vilnius,25.1625,54.59515,Plikakalnio g. 88,POINT (25.1625 54.59515),0-34,40-44,0-34,
352829,0,Vilkijos g.,10,Paneriai,Vilnius,25.15838,54.59483,Vilkijos g. 10,POINT (25.15838 54.59483),0-34,40-44,0-34,
352829,0,Vilkijos g.,34,Paneriai,Vilnius,25.15903,54.59528,Vilkijos g. 34,POINT (25.15903 54.59528),0-34,40-44,0-34,
30273,2084,Gerosios Valios g.,6A,Paneriai,Vilnius,25.09451,54.62293,Gerosios Valios g. 6A,POINT (25.09451 54.62293),55-59,40-44,35-39,
30273,2084,Gerosios Valios g.,6B,Paneriai,Vilnius,25.09478,54.62299,Gerosios Valios g. 6B,POINT (25.09478 54.62299),55-59,40-44,35-39,
30273,2084,Gerosios Valios g.,6C,Paneriai,Vilnius,25.09458,54.62324,Gerosios Valios g. 6C,POINT (25.09458 54.62324),55-59,40-44,35-39,
30273,2084,Gerosios Valios g.,6D,Paneriai,Vilnius,25.09484,54.62331,Gerosios Valios g. 6D,POINT (25.09484 54.62331),55-59,45-49,35-39,
51950,2100,Plikakalnio g.,42,Paneriai,Vilnius,25.15961,54.59451,Plikakalnio g. 42,POINT (25.15961 54.59451),0-34,40-44,0-34,
352829,0,Vilkijos g.,4,Paneriai,Vilnius,25.15917,54.59485,Vilkijos g. 4,POINT (25.15917 54.59485),0-34,45-49,0-34,
288011,3406,M. Lukšienės g.,17,Naujininkai,Vilnius,25.27829,54.60886,M. Lukšienės g. 17,POINT (25.27829 54.60886),0-34,40-44,60-64,
288011,3406,M. Lukšienės g.,15,Naujininkai,Vilnius,25.27772,54.60866,M. Lukšienės g. 15,POINT (25.27772 54.60866),0-34,40-44,60-64,
288011,3406,M. Lukšienės g.,5,Naujininkai,Vilnius,25.27643,54.60897,M. Lukšienės g. 5,POINT (25.27643 54.60897),0-34,45-49,60-64,
288011,3406,M. Lukšienės g.,7,Naujininkai,Vilnius,25.27767,54.60908,M. Lukšienės g. 7,POINT (25.27767 54.60908),0-34,40-44,60-64,
67380,2754,Bagušių g.,16A,Naujoji Vilnia,Vilnius,25.38219,54.67462,Bagušių g. 16A,POINT (25.38219 54.67462),0-34,40-44,0-34,
67380,2754,Bagušių g.,16B,Naujoji Vilnia,Vilnius,25.38219,54.67449,Bagušių g. 16B,POINT (25.38219 54.67449),0-34,40-44,0-34,
67418,2772,J. Urbšio g.,7C,Naujoji Vilnia,Vilnius,25.38246,54.67598,J. Urbšio g. 7C,POINT (25.38246 54.67598),0-34,40-44,0-34,
67418,2772,J. Urbšio g.,7D,Naujoji Vilnia,Vilnius,25.38245,54.67614,J. Urbšio g. 7D,POINT (25.38245 54.67614),0-34,45-49,0-34,
67418,2772,J. Urbšio g.,7E,Naujoji Vilnia,Vilnius,25.38244,54.67627,J. Urbšio g. 7E,POINT (25.38244 54.67627),0-34,45-49,0-34,
67418,2772,J. Urbšio g.,1E,Naujoji Vilnia,Vilnius,25.38418,54.67679,J. Urbšio g. 1E,POINT (25.38418 54.67679),0-34,40-44,0-34,
67418,2772,J. Urbšio g.,7A,Naujoji Vilnia,Vilnius,25.38283,54.67615,J. Urbšio g. 7A,POINT (25.38283 54.67615),0-34,45-49,0-34,
67418,2772,J. Urbšio g.,7B,Naujoji Vilnia,Vilnius,25.38283,54.67598,J. Urbšio g. 7B,POINT (25.38283 54.67598),0-34,45-49,0-34,
67418,2772,J. Urbšio g.,5E,Naujoji Vilnia,Vilnius,25.38243,54.67644,J. Urbšio g. 5E,POINT (25.38243 54.67644),0-34,45-49,0-34,
67418,2772,J. Urbšio g.,5D,Naujoji Vilnia,Vilnius,25.38242,54.67659,J. Urbšio g. 5D,POINT (25.38242 54.67659),0-34,45-49,0-34,
49700,1644,Želmenų g.,6C,Verkiai,Vilnius,25.35152,54.80233,Želmenų g. 6C,POINT (25.35152 54.80233),0-34,0-34,40-44,
67418,2772,J. Urbšio g.,5C,Naujoji Vilnia,Vilnius,25.38242,54.67674,J. Urbšio g. 5C,POINT (25.38242 54.67674),0-34,45-49,0-34,
66993,2728,J. Janonio g.,45E,Paneriai,Vilnius,25.11014,54.64467,J. Janonio g. 45E,POINT (25.11014 54.64467),0-34,50-54,35-39,
66993,2728,J. Janonio g.,45D,Paneriai,Vilnius,25.11013,54.64463,J. Janonio g. 45D,POINT (25.11013 54.64463),0-34,50-54,35-39,
66993,2728,J. Janonio g.,45C,Paneriai,Vilnius,25.11014,54.64459,J. Janonio g. 45C,POINT (25.11014 54.64459),0-34,50-54,35-39,
66993,2728,J. Janonio g.,45B,Paneriai,Vilnius,25.11014,54.64454,J. Janonio g. 45B,POINT (25.11014 54.64454),0-34,50-54,35-39,
66993,2728,J. Janonio g.,45A,Paneriai,Vilnius,25.11014,54.64449,J. Janonio g. 45A,POINT (25.11014 54.64449),0-34,50-54,35-39,
22336,495,Skersinės g.,76,Verkiai,Vilnius,25.24485,54.76301,Skersinės g. 76,POINT (25.24485 54.76301),0-34,0-34,35-39,
22336,495,Skersinės g.,72,Verkiai,Vilnius,25.24581,54.76323,Skersinės g. 72,POINT (25.24581 54.76323),0-34,0-34,35-39,
22336,495,Skersinės g.,24B,Verkiai,Vilnius,25.26656,54.76392,Skersinės g. 24B,POINT (25.26656 54.76392),50-54,0-34,35-39,
22336,495,Skersinės g.,40,Verkiai,Vilnius,25.2642,54.76598,Skersinės g. 40,POINT (25.2642 54.76598),45-49,0-34,35-39,
288112,3427,Liepiškių g.,53,Naujoji Vilnia,Vilnius,25.35694,54.66092,Liepiškių g. 53,POINT (25.35694 54.66092),0-34,35-39,0-34,
265464,3259,Elbingo g.,52,Pilaitė,Vilnius,25.16997,54.70875,Elbingo g. 52,POINT (25.16997 54.70875),0-34,0-34,0-34,
265473,3266,Vingių g.,10,Paneriai,Vilnius,25.18198,54.59305,Vingių g. 10,POINT (25.18198 54.59305),0-34,45-49,0-34,
52994,2145,Degučių g.,4,Paneriai,Vilnius,25.15931,54.59155,Degučių g. 4,POINT (25.15931 54.59155),0-34,40-44,0-34,
48375,2067,Ž. Pusjė g.,13B,Pašilaičiai,Vilnius,25.20557,54.75127,Ž. Pusjė g. 13B,POINT (25.20557 54.75127),55-59,0-34,0-34,
48375,2067,Ž. Pusjė g.,13C,Pašilaičiai,Vilnius,25.20557,54.75123,Ž. Pusjė g. 13C,POINT (25.20557 54.75123),55-59,0-34,0-34,
32125,994,P. B. Šivickio g.,50,Naujoji Vilnia,Vilnius,25.35553,54.66077,P. B. Šivickio g. 50,POINT (25.35553 54.66077),0-34,35-39,0-34,
