gatId,gatIdGr,street,houseNo,eldership,place,longitude,latitude,fullAddress,geometry,traffic_noise,railway_noise,airport_noise,heating_score
48375,2067,Ž. Pusjė g.,13A,Pašilaičiai,Vilnius,25.20556,54.75133,Ž. Pusjė g. 13A,POINT (25.20556 54.75133),55-59,0-34,0-34,
21971,115,Elektrinės g.,9,Vilkpėdė,Vilnius,25.23251,54.66717,Elektrinės g. 9,POINT (25.23251 54.66717),55-59,35-39,0-34,
67420,2773,Ižos g.,23,Paneriai,Vilnius,25.12551,54.63446,Ižos g. 23,POINT (25.12551 54.63446),50-54,60-64,35-39,
67420,2773,Ižos g.,37C,Paneriai,Vilnius,25.12691,54.63371,Ižos g. 37C,POINT (25.12691 54.63371),50-54,70-74,35-39,
22275,433,Prūsų g.,3B,Naujininkai,Vilnius,25.26348,54.6629,Prūsų g. 3B,POINT (25.26348 54.6629),55-59,55-59,35-39,
22281,439,Pylimo g.,4A,Senamiestis,Vilnius,25.27736,54.68365,Pylimo g. 4A,POINT (25.27736 54.68365),70-74,0-34,35-39,
28809,865,Sutemų g.,13A,Lazdynai,Vilnius,25.19032,54.66437,Sutemų g. 13A,POINT (25.19032 54.66437),45-49,35-39,0-34,
28809,865,Sutemų g.,13B,Lazdynai,Vilnius,25.19034,54.66432,Sutemų g. 13B,POINT (25.19034 54.66432),45-49,35-39,0-34,
246772,3186,Užubalių g.,9,Pašilaičiai,Vilnius,25.19404,54.74631,Užubalių g. 9,POINT (25.19404 54.74631),0-34,0-34,0-34,0.0
105648,2926,Rasakilų g.,26,Antakalnis,Vilnius,25.40795,54.71593,Rasakilų g. 26,POINT (25.40795 54.71593),0-34,0-34,35-39,
105648,2926,Rasakilų g.,12,Antakalnis,Vilnius,25.40879,54.71673,Rasakilų g. 12,POINT (25.40879 54.71673),0-34,0-34,35-39,
105648,2926,Rasakilų g.,14,Antakalnis,Vilnius,25.40851,54.7165,Rasakilų g. 14,POINT (25.40851 54.7165),0-34,0-34,35-39,
105648,2926,Rasakilų g.,16,Antakalnis,Vilnius,25.40851,54.71631,Rasakilų g. 16,POINT (25.40851 54.71631),0-34,0-34,35-39,
105648,2926,Rasakilų g.,22,Antakalnis,Vilnius,25.40846,54.71586,Rasakilų g. 22,POINT (25.40846 54.71586),0-34,0-34,35-39,
105648,2926,Rasakilų g.,20,Antakalnis,Vilnius,25.40884,54.71586,Rasakilų g. 20,POINT (25.40884 54.71586),0-34,0-34,35-39,
105648,2926,Rasakilų g.,18,Antakalnis,Vilnius,25.40855,54.71604,Rasakilų g. 18,POINT (25.40855 54.71604),0-34,0-34,35-39,
105648,2926,Rasakilų g.,24,Antakalnis,Vilnius,25.40823,54.71593,Rasakilų g. 24,POINT (25.40823 54.71593),0-34,0-34,35-39,
21873,12,Aguonų g.,10B,Senamiestis,Vilnius,25.27854,54.6768,Aguonų g. 10B,POINT (25.27854 54.6768),45-49,40-44,35-39,
21873,12,Aguonų g.,10C,Senamiestis,Vilnius,25.27838,54.67697,Aguonų g. 10C,POINT (25.27838 54.67697),45-49,40-44,35-39,
21873,12,Aguonų g.,8A,Senamiestis,Vilnius,25.27824,54.67655,Aguonų g. 8A,POINT (25.27824 54.67655),35-39,35-39,35-39,2.0
213912,3042,A. Zalatoriaus g.,24,Naujininkai,Vilnius,25.29567,54.60931,A. Zalatoriaus g. 24,POINT (25.29567 54.60931),0-34,40-44,40-44,
105648,2926,Rasakilų g.,47,Antakalnis,Vilnius,25.40736,54.71617,Rasakilų g. 47,POINT (25.40736 54.71617),0-34,0-34,35-39,
105648,2926,Rasakilų g.,45,Antakalnis,Vilnius,25.40773,54.71622,Rasakilų g. 45,POINT (25.40773 54.71622),0-34,0-34,35-39,
105648,2926,Rasakilų g.,43,Antakalnis,Vilnius,25.40807,54.71626,Rasakilų g. 43,POINT (25.40807 54.71626),0-34,0-34,35-39,
21873,12,Aguonų g.,10A,Senamiestis,Vilnius,25.27854,54.67662,Aguonų g. 10A,POINT (25.27854 54.67662),45-49,35-39,35-39,
292012,3440,Tvankstos g.,5,Pilaitė,Vilnius,25.1722,54.70918,Tvankstos g. 5,POINT (25.1722 54.70918),0-34,0-34,0-34,0.0
28810,866,Kaimelio g.,8B,Fabijoniškės,Vilnius,25.24401,54.72707,Kaimelio g. 8B,POINT (25.24401 54.72707),50-54,0-34,0-34,
21873,12,Aguonų g.,8C,Senamiestis,Vilnius,25.27804,54.67696,Aguonų g. 8C,POINT (25.27804 54.67696),45-49,0-34,35-39,4.0
21873,12,Aguonų g.,8B,Senamiestis,Vilnius,25.27824,54.67664,Aguonų g. 8B,POINT (25.27824 54.67664),45-49,0-34,35-39,3.0
22155,305,Lydos g.,4,Senamiestis,Vilnius,25.27991,54.67828,Lydos g. 4,POINT (25.27991 54.67828),55-59,0-34,35-39,0.0
51960,2102,Konstitucijos pr.,18,Šnipiškės,Vilnius,25.27529,54.69577,Konstitucijos pr. 18,POINT (25.27529 54.69577),70-74,0-34,0-34,
288112,3427,Liepiškių g.,31,Naujoji Vilnia,Vilnius,25.35289,54.6616,Liepiškių g. 31,POINT (25.35289 54.6616),0-34,35-39,0-34,
288112,3427,Liepiškių g.,35,Naujoji Vilnia,Vilnius,25.35348,54.66151,Liepiškių g. 35,POINT (25.35348 54.66151),0-34,35-39,0-34,
21873,12,Aguonų g.,8D,Senamiestis,Vilnius,25.27777,54.677,Aguonų g. 8D,POINT (25.27777 54.677),45-49,0-34,35-39,4.0
288112,3427,Liepiškių g.,10,Naujoji Vilnia,Vilnius,25.3472,54.6628,Liepiškių g. 10,POINT (25.3472 54.6628),0-34,0-34,35-39,
288112,3427,Liepiškių g.,7,Naujoji Vilnia,Vilnius,25.34811,54.66235,Liepiškių g. 7,POINT (25.34811 54.66235),0-34,35-39,35-39,
288112,3427,Liepiškių g.,11A,Naujoji Vilnia,Vilnius,25.34883,54.66219,Liepiškių g. 11A,POINT (25.34883 54.66219),0-34,0-34,35-39,
288112,3427,Liepiškių g.,3,Naujoji Vilnia,Vilnius,25.3472,54.6625,Liepiškių g. 3,POINT (25.3472 54.6625),0-34,0-34,35-39,
288112,3427,Liepiškių g.,13C,Naujoji Vilnia,Vilnius,25.34918,54.66203,Liepiškių g. 13C,POINT (25.34918 54.66203),0-34,35-39,35-39,
288112,3427,Liepiškių g.,13,Naujoji Vilnia,Vilnius,25.34928,54.66223,Liepiškių g. 13,POINT (25.34928 54.66223),0-34,35-39,35-39,
288112,3427,Liepiškių g.,13A,Naujoji Vilnia,Vilnius,25.34925,54.66216,Liepiškių g. 13A,POINT (25.34925 54.66216),0-34,35-39,35-39,
288112,3427,Liepiškių g.,13B,Naujoji Vilnia,Vilnius,25.34922,54.6621,Liepiškių g. 13B,POINT (25.34922 54.6621),0-34,35-39,35-39,
288112,3427,Liepiškių g.,23,Naujoji Vilnia,Vilnius,25.35136,54.66174,Liepiškių g. 23,POINT (25.35136 54.66174),0-34,35-39,35-39,
288112,3427,Liepiškių g.,21,Naujoji Vilnia,Vilnius,25.35112,54.66187,Liepiškių g. 21,POINT (25.35112 54.66187),0-34,35-39,35-39,
288112,3427,Liepiškių g.,17,Naujoji Vilnia,Vilnius,25.35086,54.66194,Liepiškių g. 17,POINT (25.35086 54.66194),0-34,35-39,35-39,
288112,3427,Liepiškių g.,9,Naujoji Vilnia,Vilnius,25.34842,54.66231,Liepiškių g. 9,POINT (25.34842 54.66231),0-34,0-34,35-39,
288112,3427,Liepiškių g.,11,Naujoji Vilnia,Vilnius,25.34889,54.66231,Liepiškių g. 11,POINT (25.34889 54.66231),0-34,35-39,35-39,
265462,3257,Sorbų g.,24A,Naujoji Vilnia,Vilnius,25.34527,54.64998,Sorbų g. 24A,POINT (25.34527 54.64998),45-49,40-44,0-34,
265462,3257,Sorbų g.,21A,Naujoji Vilnia,Vilnius,25.34479,54.65012,Sorbų g. 21A,POINT (25.34479 54.65012),50-54,40-44,0-34,
288112,3427,Liepiškių g.,5,Naujoji Vilnia,Vilnius,25.34757,54.66242,Liepiškių g. 5,POINT (25.34757 54.66242),0-34,35-39,35-39,
48375,2067,Ž. Pusjė g.,21D,Pašilaičiai,Vilnius,25.2057,54.75272,Ž. Pusjė g. 21D,POINT (25.2057 54.75272),55-59,0-34,35-39,
48375,2067,Ž. Pusjė g.,21C,Pašilaičiai,Vilnius,25.20556,54.7527,Ž. Pusjė g. 21C,POINT (25.20556 54.7527),55-59,0-34,35-39,
48375,2067,Ž. Pusjė g.,21B,Pašilaičiai,Vilnius,25.20542,54.75269,Ž. Pusjė g. 21B,POINT (25.20542 54.75269),55-59,0-34,35-39,
48375,2067,Ž. Pusjė g.,21A,Pašilaičiai,Vilnius,25.20528,54.75268,Ž. Pusjė g. 21A,POINT (25.20528 54.75268),55-59,0-34,35-39,
21970,114,Eišiškių pl.,42,Naujininkai,Vilnius,25.25309,54.63109,Eišiškių pl. 42,POINT (25.25309 54.63109),55-59,0-34,40-44,
22217,372,Nugalėtojų g.,14H,Antakalnis,Vilnius,25.33785,54.73275,Nugalėtojų g. 14H,POINT (25.33785 54.73275),55-59,0-34,45-49,
50624,1855,Mačiuliškių g.,87,Paneriai,Vilnius,25.0809,54.65139,Mačiuliškių g. 87,POINT (25.0809 54.65139),0-34,50-54,35-39,
50624,1855,Mačiuliškių g.,41,Paneriai,Vilnius,25.07682,54.65063,Mačiuliškių g. 41,POINT (25.07682 54.65063),0-34,50-54,35-39,
50624,1855,Mačiuliškių g.,43B,Paneriai,Vilnius,25.07749,54.65112,Mačiuliškių g. 43B,POINT (25.07749 54.65112),0-34,50-54,35-39,
50624,1855,Mačiuliškių g.,43A,Paneriai,Vilnius,25.07748,54.65091,Mačiuliškių g. 43A,POINT (25.07748 54.65091),0-34,50-54,35-39,
28809,865,Sutemų g.,11C,Lazdynai,Vilnius,25.1907,54.66428,Sutemų g. 11C,POINT (25.1907 54.66428),45-49,35-39,0-34,
28809,865,Sutemų g.,11B,Lazdynai,Vilnius,25.1907,54.66434,Sutemų g. 11B,POINT (25.1907 54.66434),45-49,35-39,0-34,
28809,865,Sutemų g.,11A,Lazdynai,Vilnius,25.19068,54.66439,Sutemų g. 11A,POINT (25.19068 54.66439),45-49,35-39,0-34,
95640,2886,Z. Gulevič g.,82,Naujoji Vilnia,Vilnius,25.36901,54.65938,Z. Gulevič g. 82,POINT (25.36901 54.65938),0-34,45-49,0-34,
95640,2886,Z. Gulevič g.,84,Naujoji Vilnia,Vilnius,25.3689,54.65918,Z. Gulevič g. 84,POINT (25.3689 54.65918),0-34,45-49,0-34,
95640,2886,Z. Gulevič g.,80,Naujoji Vilnia,Vilnius,25.36866,54.6594,Z. Gulevič g. 80,POINT (25.36866 54.6594),0-34,45-49,0-34,
288111,3412,S. Ladigienės g.,27,Paneriai,Vilnius,25.11236,54.63786,S. Ladigienės g. 27,POINT (25.11236 54.63786),0-34,55-59,35-39,
95640,2886,Z. Gulevič g.,86,Naujoji Vilnia,Vilnius,25.36862,54.65919,Z. Gulevič g. 86,POINT (25.36862 54.65919),0-34,45-49,0-34,
288111,3412,S. Ladigienės g.,25,Paneriai,Vilnius,25.11193,54.63772,S. Ladigienės g. 25,POINT (25.11193 54.63772),0-34,55-59,35-39,
288111,3412,S. Ladigienės g.,23,Paneriai,Vilnius,25.11146,54.63761,S. Ladigienės g. 23,POINT (25.11146 54.63761),0-34,55-59,35-39,
288111,3412,S. Ladigienės g.,21,Paneriai,Vilnius,25.11148,54.63739,S. Ladigienės g. 21,POINT (25.11148 54.63739),0-34,55-59,35-39,
288111,3412,S. Ladigienės g.,1,Paneriai,Vilnius,25.11155,54.63654,S. Ladigienės g. 1,POINT (25.11155 54.63654),0-34,55-59,35-39,
22454,621,Viršupio g.,71A,Antakalnis,Vilnius,25.35522,54.71207,Viršupio g. 71A,POINT (25.35522 54.71207),0-34,0-34,50-54,
238775,3127,Baltų pr.,54,Verkiai,Vilnius,25.28697,54.7847,Baltų pr. 54,POINT (25.28697 54.7847),50-54,0-34,35-39,
238775,3127,Baltų pr.,52,Verkiai,Vilnius,25.28653,54.78466,Baltų pr. 52,POINT (25.28653 54.78466),50-54,0-34,35-39,
238775,3127,Baltų pr.,56,Verkiai,Vilnius,25.28738,54.78474,Baltų pr. 56,POINT (25.28738 54.78474),45-49,0-34,35-39,
287735,3430,Markiškių g.,19,Verkiai,Vilnius,25.27022,54.77348,Markiškių g. 19,POINT (25.27022 54.77348),60-64,0-34,35-39,
287735,3430,Markiškių g.,21,Verkiai,Vilnius,25.26974,54.77341,Markiškių g. 21,POINT (25.26974 54.77341),55-59,0-34,35-39,
287735,3430,Markiškių g.,23,Verkiai,Vilnius,25.26949,54.77365,Markiškių g. 23,POINT (25.26949 54.77365),55-59,0-34,35-39,
287735,3430,Markiškių g.,27,Verkiai,Vilnius,25.26926,54.7733,Markiškių g. 27,POINT (25.26926 54.7733),55-59,0-34,35-39,
22166,318,A. Paškevič-Ciotkos g.,10A,Naujoji Vilnia,Vilnius,25.40929,54.68926,A. Paškevič-Ciotkos g. 10A,POINT (25.40929 54.68926),50-54,45-49,0-34,
238775,3127,Baltų pr.,44,Verkiai,Vilnius,25.28785,54.7845,Baltų pr. 44,POINT (25.28785 54.7845),45-49,0-34,35-39,
238775,3127,Baltų pr.,42,Verkiai,Vilnius,25.28825,54.78454,Baltų pr. 42,POINT (25.28825 54.78454),45-49,0-34,35-39,
238775,3127,Baltų pr.,48,Verkiai,Vilnius,25.28705,54.78441,Baltų pr. 48,POINT (25.28705 54.78441),50-54,0-34,35-39,
238775,3127,Baltų pr.,50,Verkiai,Vilnius,25.28656,54.78437,Baltų pr. 50,POINT (25.28656 54.78437),50-54,0-34,35-39,
238775,3127,Baltų pr.,58,Verkiai,Vilnius,25.28778,54.78478,Baltų pr. 58,POINT (25.28778 54.78478),45-49,0-34,35-39,
287735,3430,Markiškių g.,17,Verkiai,Vilnius,25.27005,54.77368,Markiškių g. 17,POINT (25.27005 54.77368),55-59,0-34,35-39,
287735,3430,Markiškių g.,15,Verkiai,Vilnius,25.27054,54.7737,Markiškių g. 15,POINT (25.27054 54.7737),60-64,0-34,35-39,
22451,618,Vingrių g.,19A,Senamiestis,Vilnius,25.27784,54.67726,Vingrių g. 19A,POINT (25.27784 54.67726),45-49,0-34,35-39,6.0
287735,3430,Markiškių g.,3,Verkiai,Vilnius,25.27146,54.77482,Markiškių g. 3,POINT (25.27146 54.77482),65-69,0-34,35-39,
287735,3430,Markiškių g.,5,Verkiai,Vilnius,25.27116,54.77484,Markiškių g. 5,POINT (25.27116 54.77484),60-64,0-34,35-39,
287735,3430,Markiškių g.,7,Verkiai,Vilnius,25.27112,54.77465,Markiškių g. 7,POINT (25.27112 54.77465),60-64,0-34,35-39,
287735,3430,Markiškių g.,52,Verkiai,Vilnius,25.26967,54.77309,Markiškių g. 52,POINT (25.26967 54.77309),55-59,0-34,35-39,
287735,3430,Markiškių g.,9,Verkiai,Vilnius,25.27143,54.77466,Markiškių g. 9,POINT (25.27143 54.77466),65-69,0-34,35-39,
287735,3430,Markiškių g.,50,Verkiai,Vilnius,25.27004,54.77302,Markiškių g. 50,POINT (25.27004 54.77302),60-64,0-34,35-39,
283830,3395,P. Kalpoko g.,7,Paneriai,Vilnius,25.098,54.63951,P. Kalpoko g. 7,POINT (25.098 54.63951),0-34,55-59,35-39,
220367,3062,Kaimynų g.,30,Paneriai,Vilnius,25.10302,54.63782,Kaimynų g. 30,POINT (25.10302 54.63782),0-34,55-59,35-39,
288011,3406,M. Lukšienės g.,22,Naujininkai,Vilnius,25.28022,54.60926,M. Lukšienės g. 22,POINT (25.28022 54.60926),0-34,40-44,55-59,
95654,2893,Bagutiškių g.,10A,Verkiai,Vilnius,25.35035,54.80059,Bagutiškių g. 10A,POINT (25.35035 54.80059),0-34,0-34,40-44,
265563,3271,Liubavos g.,8A,Pilaitė,Vilnius,25.15096,54.7238,Liubavos g. 8A,POINT (25.15096 54.7238),0-34,0-34,35-39,
21940,84,Dailidžių g.,2A,Rasos,Vilnius,25.31205,54.68573,Dailidžių g. 2A,POINT (25.31205 54.68573),50-54,35-39,50-54,
287735,3430,Markiškių g.,8,Verkiai,Vilnius,25.271,54.77408,Markiškių g. 8,POINT (25.271 54.77408),65-69,0-34,35-39,
287735,3430,Markiškių g.,10,Verkiai,Vilnius,25.27137,54.77404,Markiškių g. 10,POINT (25.27137 54.77404),65-69,0-34,35-39,
287735,3430,Markiškių g.,54,Verkiai,Vilnius,25.26944,54.77301,Markiškių g. 54,POINT (25.26944 54.77301),55-59,0-34,35-39,
283830,3395,P. Kalpoko g.,11,Paneriai,Vilnius,25.09772,54.63911,P. Kalpoko g. 11,POINT (25.09772 54.63911),0-34,55-59,35-39,
283830,3395,P. Kalpoko g.,5,Paneriai,Vilnius,25.09815,54.6397,P. Kalpoko g. 5,POINT (25.09815 54.6397),0-34,55-59,35-39,
283830,3395,P. Kalpoko g.,15,Paneriai,Vilnius,25.09757,54.63872,P. Kalpoko g. 15,POINT (25.09757 54.63872),0-34,55-59,35-39,
283830,3395,P. Kalpoko g.,1,Paneriai,Vilnius,25.09841,54.64009,P. Kalpoko g. 1,POINT (25.09841 54.64009),0-34,55-59,35-39,
283830,3395,P. Kalpoko g.,9,Paneriai,Vilnius,25.09785,54.63926,P. Kalpoko g. 9,POINT (25.09785 54.63926),0-34,55-59,35-39,
283830,3395,P. Kalpoko g.,13,Paneriai,Vilnius,25.09765,54.63892,P. Kalpoko g. 13,POINT (25.09765 54.63892),0-34,55-59,35-39,
283830,3395,P. Kalpoko g.,3,Paneriai,Vilnius,25.09828,54.63992,P. Kalpoko g. 3,POINT (25.09828 54.63992),0-34,55-59,35-39,
22066,214,Kalno g.,98,Antakalnis,Vilnius,25.39106,54.7147,Kalno g. 98,POINT (25.39106 54.7147),0-34,0-34,40-44,
22066,214,Kalno g.,100,Antakalnis,Vilnius,25.39123,54.71489,Kalno g. 100,POINT (25.39123 54.71489),0-34,0-34,40-44,
22066,214,Kalno g.,139B,Antakalnis,Vilnius,25.39235,54.71445,Kalno g. 139B,POINT (25.39235 54.71445),0-34,0-34,35-39,
22066,214,Kalno g.,139C,Antakalnis,Vilnius,25.39261,54.71441,Kalno g. 139C,POINT (25.39261 54.71441),0-34,0-34,35-39,
22066,214,Kalno g.,139,Antakalnis,Vilnius,25.39182,54.71454,Kalno g. 139,POINT (25.39182 54.71454),0-34,0-34,40-44,
22066,214,Kalno g.,139A,Antakalnis,Vilnius,25.39207,54.7145,Kalno g. 139A,POINT (25.39207 54.7145),0-34,0-34,35-39,
287770,3428,O. Lukauskaitės-Poškienės g.,22,Verkiai,Vilnius,25.25994,54.74052,O. Lukauskaitės-Poškienės g. 22,POINT (25.25994 54.74052),55-59,0-34,0-34,
287864,3402,Švendrų g.,9,Antakalnis,Vilnius,25.42314,54.733,Švendrų g. 9,POINT (25.42314 54.733),0-34,0-34,35-39,
287864,3402,Švendrų g.,11,Antakalnis,Vilnius,25.42312,54.73306,Švendrų g. 11,POINT (25.42312 54.73306),0-34,0-34,35-39,
22205,360,Mėtų g.,3,Antakalnis,Vilnius,25.40065,54.72099,Mėtų g. 3,POINT (25.40065 54.72099),0-34,0-34,35-39,
287864,3402,Švendrų g.,5,Antakalnis,Vilnius,25.42263,54.73322,Švendrų g. 5,POINT (25.42263 54.73322),0-34,0-34,35-39,
287864,3402,Švendrų g.,7,Antakalnis,Vilnius,25.42281,54.73321,Švendrų g. 7,POINT (25.42281 54.73321),0-34,0-34,35-39,
287864,3402,Švendrų g.,17,Antakalnis,Vilnius,25.42314,54.73325,Švendrų g. 17,POINT (25.42314 54.73325),0-34,0-34,35-39,
287864,3402,Švendrų g.,15,Antakalnis,Vilnius,25.42312,54.73319,Švendrų g. 15,POINT (25.42312 54.73319),0-34,0-34,35-39,
287864,3402,Švendrų g.,13,Antakalnis,Vilnius,25.42314,54.73312,Švendrų g. 13,POINT (25.42314 54.73312),0-34,0-34,35-39,
21991,135,Gedimino pr.,48C,Naujamiestis,Vilnius,25.26608,54.68876,Gedimino pr. 48C,POINT (25.26608 54.68876),45-49,0-34,0-34,
22205,360,Mėtų g.,1,Antakalnis,Vilnius,25.40092,54.7208,Mėtų g. 1,POINT (25.40092 54.7208),0-34,0-34,35-39,
287739,3414,J. Zikaro g.,32,Paneriai,Vilnius,25.09177,54.63894,J. Zikaro g. 32,POINT (25.09177 54.63894),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,25,Paneriai,Vilnius,25.09186,54.63989,J. Zikaro g. 25,POINT (25.09186 54.63989),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,13,Paneriai,Vilnius,25.09283,54.64048,J. Zikaro g. 13,POINT (25.09283 54.64048),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,15,Paneriai,Vilnius,25.09237,54.64069,J. Zikaro g. 15,POINT (25.09237 54.64069),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,17,Paneriai,Vilnius,25.09238,54.64048,J. Zikaro g. 17,POINT (25.09238 54.64048),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,19,Paneriai,Vilnius,25.09227,54.64029,J. Zikaro g. 19,POINT (25.09227 54.64029),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,21,Paneriai,Vilnius,25.09211,54.64013,J. Zikaro g. 21,POINT (25.09211 54.64013),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,23,Paneriai,Vilnius,25.092,54.63996,J. Zikaro g. 23,POINT (25.092 54.63996),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,33,Paneriai,Vilnius,25.0914,54.63903,J. Zikaro g. 33,POINT (25.0914 54.63903),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,31,Paneriai,Vilnius,25.09148,54.63927,J. Zikaro g. 31,POINT (25.09148 54.63927),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,27,Paneriai,Vilnius,25.09165,54.63958,J. Zikaro g. 27,POINT (25.09165 54.63958),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,9,Paneriai,Vilnius,25.09256,54.64006,J. Zikaro g. 9,POINT (25.09256 54.64006),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,11,Paneriai,Vilnius,25.09266,54.64026,J. Zikaro g. 11,POINT (25.09266 54.64026),0-34,55-59,35-39,
287739,3414,J. Zikaro g.,7,Paneriai,Vilnius,25.09254,54.63992,J. Zikaro g. 7,POINT (25.09254 54.63992),0-34,55-59,35-39,
287737,3413,P. Galaunės g.,11,Paneriai,Vilnius,25.0944,54.63963,P. Galaunės g. 11,POINT (25.0944 54.63963),0-34,55-59,35-39,
287737,3413,P. Galaunės g.,9,Paneriai,Vilnius,25.09444,54.63988,P. Galaunės g. 9,POINT (25.09444 54.63988),0-34,55-59,35-39,
287737,3413,P. Galaunės g.,7,Paneriai,Vilnius,25.09462,54.64007,P. Galaunės g. 7,POINT (25.09462 54.64007),0-34,55-59,35-39,
287737,3413,P. Galaunės g.,5,Paneriai,Vilnius,25.09473,54.64026,P. Galaunės g. 5,POINT (25.09473 54.64026),0-34,55-59,35-39,
287737,3413,P. Galaunės g.,3,Paneriai,Vilnius,25.09484,54.64048,P. Galaunės g. 3,POINT (25.09484 54.64048),0-34,55-59,35-39,
287737,3413,P. Galaunės g.,1,Paneriai,Vilnius,25.09494,54.64067,P. Galaunės g. 1,POINT (25.09494 54.64067),0-34,55-59,35-39,
287738,3415,K. Šimonio g.,12,Paneriai,Vilnius,25.0937,54.63976,K. Šimonio g. 12,POINT (25.0937 54.63976),0-34,55-59,35-39,
287738,3415,K. Šimonio g.,10,Paneriai,Vilnius,25.09382,54.63997,K. Šimonio g. 10,POINT (25.09382 54.63997),0-34,55-59,35-39,
287738,3415,K. Šimonio g.,4,Paneriai,Vilnius,25.09409,54.64057,K. Šimonio g. 4,POINT (25.09409 54.64057),0-34,55-59,35-39,
287738,3415,K. Šimonio g.,6,Paneriai,Vilnius,25.094,54.64036,K. Šimonio g. 6,POINT (25.094 54.64036),0-34,55-59,35-39,
287738,3415,K. Šimonio g.,8,Paneriai,Vilnius,25.0939,54.64017,K. Šimonio g. 8,POINT (25.0939 54.64017),0-34,55-59,35-39,
287738,3415,K. Šimonio g.,2,Paneriai,Vilnius,25.09428,54.64078,K. Šimonio g. 2,POINT (25.09428 54.64078),0-34,55-59,35-39,
287738,3415,K. Šimonio g.,19,Paneriai,Vilnius,25.0932,54.6398,K. Šimonio g. 19,POINT (25.0932 54.6398),0-34,55-59,35-39,
287738,3415,K. Šimonio g.,17,Paneriai,Vilnius,25.09336,54.64003,K. Šimonio g. 17,POINT (25.09336 54.64003),0-34,55-59,35-39,
287738,3415,K. Šimonio g.,15,Paneriai,Vilnius,25.09344,54.64023,K. Šimonio g. 15,POINT (25.09344 54.64023),0-34,55-59,35-39,
287738,3415,K. Šimonio g.,11,Paneriai,Vilnius,25.09361,54.64049,K. Šimonio g. 11,POINT (25.09361 54.64049),0-34,55-59,35-39,
287738,3415,K. Šimonio g.,9,Paneriai,Vilnius,25.09315,54.64072,K. Šimonio g. 9,POINT (25.09315 54.64072),0-34,55-59,35-39,
26653,2074,Vinkšnų g.,2,Paneriai,Vilnius,25.10138,54.63314,Vinkšnų g. 2,POINT (25.10138 54.63314),0-34,75-79,35-39,
48802,2027,Zujūnų g.,15A,Pilaitė,Vilnius,25.15933,54.71214,Zujūnų g. 15A,POINT (25.15933 54.71214),0-34,0-34,35-39,
287729,3407,Bradeliškių g.,5,Antakalnis,Vilnius,25.39025,54.71484,Bradeliškių g. 5,POINT (25.39025 54.71484),0-34,0-34,40-44,
287729,3407,Bradeliškių g.,7,Antakalnis,Vilnius,25.39059,54.71478,Bradeliškių g. 7,POINT (25.39059 54.71478),0-34,0-34,40-44,
53724,2453,Kelmijos Sodų 43-ioji g.,4A,Naujininkai,Vilnius,25.25604,54.60347,Kelmijos Sodų 43-ioji g. 4A,POINT (25.25604 54.60347),0-34,40-44,60-64,
287729,3407,Bradeliškių g.,6,Antakalnis,Vilnius,25.39031,54.71504,Bradeliškių g. 6,POINT (25.39031 54.71504),0-34,0-34,40-44,
49218,1991,Pupų g.,11C,Antakalnis,Vilnius,25.3904,54.716,Pupų g. 11C,POINT (25.3904 54.716),0-34,0-34,40-44,
49218,1991,Pupų g.,11B,Antakalnis,Vilnius,25.39011,54.71547,Pupų g. 11B,POINT (25.39011 54.71547),0-34,0-34,40-44,
49218,1991,Pupų g.,11A,Antakalnis,Vilnius,25.39013,54.71565,Pupų g. 11A,POINT (25.39013 54.71565),0-34,0-34,40-44,
49218,1991,Pupų g.,11,Antakalnis,Vilnius,25.38995,54.71587,Pupų g. 11,POINT (25.38995 54.71587),0-34,0-34,40-44,
109347,2949,Pukuvero g.,40,Verkiai,Vilnius,25.29007,54.78112,Pukuvero g. 40,POINT (25.29007 54.78112),45-49,0-34,35-39,
61886,3756,Spyglių g.,11,Grigiškės,Vilnius,25.12243,54.67281,Spyglių g. 11,POINT (25.12243 54.67281),50-54,35-39,35-39,
48858,1586,Sidaronių g.,13A,Justiniškės,Vilnius,25.20459,54.70851,Sidaronių g. 13A,POINT (25.20459 54.70851),50-54,0-34,0-34,
61882,3758,Žalvarnių g.,25A,Grigiškės,Vilnius,25.08545,54.66359,Žalvarnių g. 25A,POINT (25.08545 54.66359),0-34,40-44,35-39,
61882,3758,Žalvarnių g.,23A,Grigiškės,Vilnius,25.08505,54.66359,Žalvarnių g. 23A,POINT (25.08505 54.66359),0-34,40-44,35-39,
22098,247,Kolektyvo g.,8C,Verkiai,Vilnius,25.27879,54.72516,Kolektyvo g. 8C,POINT (25.27879 54.72516),55-59,0-34,0-34,
