origin_lon,origin_lat,distance_akropolis,time_akropolis,distance_cathedral,time_cathedral,distance_kirtimai,time_kirtimai,distance_shopping_center,time_shopping_center,distance_train_station,time_train_station
25.08813,54.63842,17.970779999999998,27.338833333333334,16.984479999999998,28.697666666666667,7.3258,11.533833333333332,18.226650000000003,27.627333333333336,15.36139,25.823833333333333
25.08825,54.63865,17.94407,27.285500000000003,16.95777,28.644333333333336,7.2990900000000005,11.480500000000001,18.199939999999998,27.574,15.33468,25.770500000000002
25.0875,54.63878,17.870549999999998,26.987333333333332,16.88425,28.346166666666665,7.225569999999999,11.182333333333334,18.12642,27.27583333333333,15.26116,25.47233333333333
25.08712,54.63805,17.95533,27.156833333333335,16.96902,28.515666666666668,7.31034,11.351833333333333,18.21119,27.445333333333334,15.34594,25.641833333333334
25.08723,54.63828,17.92879,27.103833333333334,16.942490000000003,28.4625,7.283810000000001,11.298833333333333,18.18466,27.392333333333333,15.31941,25.588666666666665
25.08737,54.63855,17.89745,27.041166666666665,16.911150000000003,28.399833333333333,7.252470000000001,11.236166666666666,18.15331,27.329666666666665,15.28806,25.526
25.087,54.63784,17.97991,27.206,16.99361,28.564833333333336,7.33493,11.401,18.23577,27.494500000000002,15.37052,25.690833333333334
25.08685,54.63752,18.01677,27.279666666666667,17.030459999999998,28.6385,7.371779999999999,11.474666666666668,18.27263,27.568166666666666,15.40738,25.764666666666667
25.08692,54.63768,17.99843,27.243,17.012130000000003,28.60183333333333,7.35345,11.437999999999999,18.25429,27.5315,15.389040000000001,25.728
25.08659,54.63725,18.047919999999998,27.342,17.061619999999998,28.700833333333332,7.402939999999999,11.537,18.30379,27.630499999999998,15.43853,25.826833333333333
25.08645,54.63728,18.047919999999998,27.342,17.061619999999998,28.700833333333332,7.402939999999999,11.537,18.30379,27.630499999999998,15.43853,25.826833333333333
25.08652,54.63763,18.01107,27.26833333333333,17.02477,28.627,7.36609,11.463333333333333,18.266939999999998,27.556833333333334,15.40168,25.75316666666667
25.08678,54.63815,17.95088,27.148000000000003,16.96458,28.506666666666668,7.305899999999999,11.343,18.20675,27.436500000000002,15.34149,25.632833333333334
25.08669,54.63797,17.971709999999998,27.189666666666668,16.985409999999998,28.548333333333336,7.3267299999999995,11.384666666666668,18.227580000000003,27.478166666666667,15.36233,25.674500000000002
25.08661,54.6378,17.9913,27.228833333333334,17.005,28.5875,7.3463199999999995,11.423833333333333,18.247169999999997,27.517333333333333,15.38191,25.713666666666665
25.08688,54.63834,17.92879,27.103833333333334,16.942490000000003,28.4625,7.283810000000001,11.298833333333333,18.18466,27.392333333333333,15.31941,25.588666666666665
25.08714,54.63884,17.87073,26.987666666666666,16.884430000000002,28.3465,7.22575,11.182666666666668,18.1266,27.276166666666665,15.26135,25.472666666666665
25.08702,54.63862,17.89638,27.038999999999998,16.91008,28.397666666666666,7.251399999999999,11.234,18.15225,27.3275,15.287,25.524
25.08725,54.63905,17.84634,26.939,16.86003,28.297666666666665,7.201350000000001,11.133833333333333,18.1022,27.227333333333334,15.23695,25.423833333333334
25.08768,54.63921,17.82142,26.889166666666664,16.83511,28.247833333333332,7.17643,11.084,18.07728,27.177500000000002,15.21203,25.374000000000002
25.08741,54.63926,17.82102,26.888333333333332,16.83472,28.247,7.1760399999999995,11.083333333333334,18.07689,27.17683333333333,15.21163,25.37316666666667
25.08761,54.63899,17.84615,26.938499999999998,16.859849999999998,28.29733333333333,7.20117,11.1335,18.10202,27.226999999999997,15.23676,25.4235
25.08842,54.63897,17.90685,27.211166666666667,16.920540000000003,28.569833333333335,7.2618599999999995,11.406,18.16271,27.4995,15.29746,25.696
25.08852,54.63916,17.88476,27.166999999999998,16.89846,28.525666666666666,7.23978,11.362,18.14063,27.455333333333332,15.27537,25.651833333333332
25.0958,54.64927,17.17155,26.6115,16.18525,27.970333333333333,6.5265699999999995,10.8065,17.427419999999998,26.9,14.56216,25.0965
